PartID,PricePerGB,Capacity,FormFactor,Interface,Cache,Type
94c51781-2baa-4941-b0ae-e7ce85f5a639,0.05,1000.0,3.5,SATA 6.0 Gb/s,64.0,7200
d09ba85c-2fb5-4d75-bd87-46225e77ce97,0.021,8000.0,3.5,SATA 6.0 Gb/s,128.0,7200
46c73143-3aba-4851-a0a0-0328396fdd6b,0.094,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
cca03c83-5165-437a-845b-e3051f78b3bd,0.018000000000000002,12000.0,3.5,SATA 6.0 Gb/s,256.0,7200
f3ed14ae-41b7-40e7-9d31-04a1f5a38a79,0.136,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
bc0fb58e-de20-4144-9475-1c0baecc161a,0.202,250.0,2.5,SATA 6.0 Gb/s,512.0,SSD
0fc7413d-1d3d-44f3-8ab1-4805e8092262,0.109,128.0,2.5,SATA 6.0 Gb/s,,SSD
4949bddf-f20d-4196-b1b7-7fefaa0e6451,0.02,8000.0,3.5,SATA 6.0 Gb/s,128.0,5640
0bfe6b1e-230a-4326-97d0-075a12990778,0.041,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4bea60ae-7106-409d-97eb-d06f6a650d60,0.035,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
f4878465-ba94-4148-8831-bfd5c950530e,0.167,240.0,2.5,SATA 6.0 Gb/s,,SSD
c39182b7-105b-4a3e-9efb-752a106a2ba2,0.052000000000000005,480.0,2.5,SATA 6.0 Gb/s,,SSD
69bd5e17-3a7a-47f2-b2c9-86049343416f,0.013000000000000001,3000.0,3.5,SATA 6.0 Gb/s,64.0,5900
598cafa2-e73c-4024-9706-9ca68004e7aa,0.034,500.0,3.5,SATA 6.0 Gb/s,16.0,7200
013c5aec-523e-4c60-8640-203a51ab6b9c,0.075,240.0,2.5,SATA 6.0 Gb/s,,SSD
cb94e9b3-0409-416d-b647-3e1b8b2ed9c7,0.294,4000.0,2.5,SATA 6.0 Gb/s,4096.0,SSD
0a5f7a68-db81-4d69-9b1d-2c65d0968138,0.047,1000.0,3.5,SATA 6.0 Gb/s,64.0,7200
1e6a4389-6cb4-43d3-9238-cf26e63a3ab1,0.061,256.0,2.5,SATA 6.0 Gb/s,,SSD
55b9e294-9242-4cf0-84c2-4886fcb0cc5b,0.052000000000000005,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
c20b3c53-77bf-4559-a73e-469d4cce02e4,0.04,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
a8b7e501-34bf-47e5-a343-27f2be23da2a,0.083,240.0,2.5,SATA 6.0 Gb/s,,SSD
3308aa54-7336-4267-98d0-9c14f279b4e4,0.04,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
7d8173f0-a21d-41a0-9045-34dc340779dd,0.05,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7f67c2dc-588c-4e32-b029-c91e1955a5da,0.046,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
aae98756-95bf-4af8-aa75-4149d4e54b50,0.1,2000.0,2.5,SATA 6.0 Gb/s,,SSD
b170b2eb-e92b-4f5f-932c-d4360fa97096,0.039,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
dfe4899f-c327-47af-907a-4a889e0f2800,0.052000000000000005,4000.0,2.5,SATA 6.0 Gb/s,,SSD
39ca131c-7e79-4445-b678-16c7e56c1d4f,0.048,2000.0,3.5,SATA 6.0 Gb/s,64.0,
26730cb2-d246-418b-b942-2df3eb6161a7,0.019,4000.0,3.5,SATA 6.0 Gb/s,256.0,5400
becbd709-7f57-41f3-a016-1fc24e9ed943,0.106,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
1553e53a-4cfe-4b0a-9805-51efb2c1eb32,0.073,2000.0,2.5,SATA 6.0 Gb/s,,SSD
d28b7732-dfe4-4969-88c5-33285c602c1b,0.05,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
a1f081a8-c643-4d56-b0d2-b889cb530c1f,0.06,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
28681d76-c98c-4e97-800c-ac6d7441b946,0.091,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7e4ab85d-08d9-4aa6-9619-375acd1cd673,0.065,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
e73bf105-2c2d-4496-b2b5-48cdc23a9b48,0.05,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
52cf632c-4714-48ed-94ef-cdee05174100,0.08700000000000001,2000.0,M.2-2280,M.2 PCIe 3.0 X4,2048.0,SSD
910c6d63-6b1f-4dd0-a959-22a0c75f0379,0.08,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
43b29507-670c-47e3-8199-9caddf9392b7,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
5cbf8fcc-a77c-4651-8a2b-95e00aa2a40a,0.101,250.0,2.5,SATA 6.0 Gb/s,256.0,SSD
11d1c2b0-4796-423c-b64c-81cc9568e947,0.035,4000.0,2.5,SATA 6.0 Gb/s,,SSD
244efde5-057c-4bcf-a56d-0dd7f6e4513d,0.044,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
14276735-1eed-4e10-9125-d4b1351b66c5,0.049,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
e0103079-c73c-43a4-8786-e6302bb8e477,0.041,512.0,M.2-2280,M.2 SATA,,SSD
a4f86c46-e45d-4980-a48a-382891d5cb8c,0.295,2000.0,M.2-2280,M.2 PCIe 3.0 X4,2048.0,SSD
a8e9dd98-4299-4cce-9d60-32cdca3a2491,0.085,4096.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7f1512b4-7007-4b23-a071-d0c5143b2c26,0.019,10000.0,3.5,SATA 6.0 Gb/s,256.0,7200
c0daf9bc-aec1-4f74-8f9f-7d4b2b34ee24,0.024,5000.0,2.5,SATA 6.0 Gb/s,128.0,5400
5f35f631-ba65-4416-96b4-700f0ba874ad,0.043000000000000003,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
5d8f7d58-b4d8-4cc3-bff1-9b8b63d81287,0.18,1000.0,M.2-2280,M.2 PCIe 5.0 X4,,SSD
63e64ede-ced9-477e-a5d7-c2fc98dc1e1b,0.074,256.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
db8c25c0-2ff8-40b5-9fbb-e1dbe4400817,0.043000000000000003,1000.0,3.5,SATA 6.0 Gb/s,64.0,7200
d768cd4a-e49d-4958-b375-c4d8874225ec,0.018000000000000002,12000.0,3.5,SATA 6.0 Gb/s,256.0,7200
f0323159-b0b0-4e70-baf5-23a5038ec765,0.025,6000.0,3.5,SATA 6.0 Gb/s,128.0,7200
dbc511cd-1d75-4f33-8b06-646c5eda9eb4,0.039,1000.0,2.5,SATA 6.0 Gb/s,,SSD
c12e736e-6316-4817-afed-705554d93e6e,0.05,480.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
49579db0-a47d-45af-90db-f388bb57dc24,0.078,480.0,2.5,SATA 6.0 Gb/s,,SSD
e364dd74-239d-4352-b95f-0ec24e63a1be,0.112,2000.0,2.5,SATA 6.0 Gb/s,2048.0,SSD
ceb3659b-985b-498d-a4ee-b9609a9ced74,0.04,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
15a694b9-fe8d-4e5f-bd6a-6929c5898356,0.332,250.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
7aeb1824-514a-42ff-b9c7-4388925eb4e7,0.036000000000000004,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
763d181e-1586-49a1-b499-4bb7bd95628c,0.018000000000000002,20000.0,3.5,SATA 6.0 Gb/s,512.0,7200
b4ba1f6a-8bf2-4999-a45e-69f0a965a161,0.245,1000.0,M.2-2280,M.2 PCIe 3.0 X4,1024.0,SSD
5c42a1db-20a4-441d-b87f-41f8b2cca1ed,0.075,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
c97f9ea0-b148-42b7-bda9-8ca12cc5cbb0,0.045,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
af08c451-6bcb-467c-9425-3f9f93388a17,0.08600000000000001,1000.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
1c176997-593e-4de7-b4de-3d184c5cdabf,0.017,18000.0,3.5,SATA 6.0 Gb/s,512.0,7200
ea93cd03-21e4-432a-a3cc-9e605d7b7ba8,0.037,1000.0,2.5,SATA 6.0 Gb/s,,SSD
ada41bed-23ba-4781-af17-8927baa47eef,0.115,1000.0,2.5,SATA 6.0 Gb/s,,SSD
47afff3e-7eae-4982-965d-e514513f986e,0.107,256.0,2.5,SATA 6.0 Gb/s,,SSD
5744423c-76b9-4749-9be6-d7622200e012,0.065,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
14ba8380-3967-4ee5-86e9-84662cc4c182,0.04,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4d0f227b-896b-4216-8a85-7060f678fb2a,0.371,512.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
ef6c5efd-1145-4283-8434-efff4c6bde2d,0.045,512.0,2.5,SATA 6.0 Gb/s,,SSD
4917c20c-4955-4fe7-98e7-b30daddab5fd,0.058,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
6bc2a07e-3429-48c3-9741-f9157f52b7ea,0.07,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9f8c8428-aae8-46b1-878f-67d29a02092e,0.043000000000000003,512.0,2.5,SATA 6.0 Gb/s,,SSD
0f5d24fa-62a6-42da-9404-8effa0943721,0.032,2000.0,2.5,SATA 6.0 Gb/s,128.0,5400
62835341-ca2e-4db1-976c-aa7b88b5e45d,0.053,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
4bfa5eb9-4ed5-4432-b78c-55a316001f20,0.038,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
1e2de9a0-8947-4693-b1d5-1df33b01399f,0.065,240.0,2.5,SATA 6.0 Gb/s,,SSD
140c4ba0-84c7-44bc-b59b-d18f0efa3224,0.018000000000000002,12000.0,3.5,SATA 6.0 Gb/s,256.0,7200
a1cc1ebd-6e32-4c3c-9ebc-9b6d1cf0ddf9,0.035,1000.0,2.5,SATA 6.0 Gb/s,,SSD
e752161f-16fe-4534-b516-e170f7c148e1,0.048,1000.0,2.5,SATA 6.0 Gb/s,,SSD
0629b1ad-1c71-4e04-80f9-6f36d18cd212,0.025,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
e1f08b03-a18d-486c-93fb-985104b2da7f,0.07,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
f6ddf3b5-4314-43c7-87ba-3658904af42a,0.112,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9ef92293-bf06-444c-8d62-acf269dc6976,0.045,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
55c4553b-21a2-4d24-bf03-2f1e69eeb644,0.017,16000.0,3.5,SATA 6.0 Gb/s,256.0,7200
794144cc-70db-4fb0-b90f-837a0e9f76c8,0.028,2000.0,3.5,SATA 6.0 Gb/s,256.0,7200
4f25a0fe-993f-406c-aa13-e8fb783018d8,0.063,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
cc50a9cb-6ac1-4192-bd4a-4ce37a5b9a08,0.018000000000000002,6000.0,3.5,SATA 6.0 Gb/s,256.0,5400
1ce9ee35-923d-4242-90db-f0df4fa336bb,0.021,6000.0,3.5,SATA 6.0 Gb/s,256.0,7200
a018b4b0-e17c-4a96-8b4e-a4aa58f6bd25,0.032,2000.0,3.5,SATA 6.0 Gb/s,64.0,7200
92cd57cc-3edc-4be1-afb6-949bc9b56440,0.017,2000.0,3.5,SATA 6.0 Gb/s,64.0,7200
4318cb8f-2fe1-494f-8ec5-4134fd3d4380,0.036000000000000004,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9a55c938-9b94-47de-93e3-be72b3549c94,0.019,12000.0,3.5,SATA 6.0 Gb/s,256.0,7200
b8232bf2-5fa9-428b-b6d4-66539824e583,0.2,250.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
5a3a1a14-cee7-4448-815c-301b0ba819d8,0.04,320.0,2.5,SATA 3.0 Gb/s,8.0,5400
7f48c6aa-1faa-4007-9b44-cf78930dfbef,0.134,250.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9d7c0fe0-30fe-45c0-b692-fecb7d487a36,0.228,500.0,M.2-2280,M.2 PCIe 3.0 X4,512.0,SSD
6e31f582-4a3a-4a15-bf20-7977217d15d8,0.035,4000.0,2.5,SATA 6.0 Gb/s,,SSD
be96cd18-cc42-472c-9533-5395a55fc606,0.067,240.0,2.5,SATA 6.0 Gb/s,,SSD
df039094-40d3-4fe4-b91c-7383d638bfaf,0.508,256.0,2.5,SATA 6.0 Gb/s,,SSD
81e8d167-d2a1-48c7-875f-2a3bcac070f9,0.05,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
96aec3ac-ae6d-4233-b253-8b7b53ca0308,0.1,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
8a004c72-f130-4170-81c1-76d3be6ac876,0.02,22000.0,3.5,SATA 6.0 Gb/s,512.0,7200
3ecaebb2-bdc5-4e75-a95e-2757031cf30c,0.05,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
175fd5d9-a76e-4608-a894-46ea822150a6,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
50659cd6-d25f-44f7-9ce6-bdc0af778f68,0.09,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3bfd6098-ad06-41d4-a0e7-1aaffa8a1fdc,0.055,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
dec990f9-1e92-4d93-926f-77c24aedf20f,0.049,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
1bf197fb-3835-473e-8c0e-de9020b6ea42,0.047,1000.0,2.5,SATA 6.0 Gb/s,128.0,7200
0dd04f39-79be-4c21-b8ff-7c608ccd6c06,0.096,240.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
2ceeb1ca-f3cf-4d45-aa70-9fd31caf7473,0.06,1000.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
0a5920d4-6a4f-4a99-9c8b-16eeea0cbe68,0.063,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
fa6f7e88-fb66-4a85-a067-eec5cfe6f85d,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
708c4340-4d4a-4380-add8-2dc5822cccbf,0.066,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
aeae2984-fcb5-4045-94b8-85f9bade2ac7,0.091,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
2c5fcb47-10bc-4266-b2fe-82eefbdc229d,0.065,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
6ed6676c-73ca-4fba-93d1-6bf361eefc81,0.055,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
aee72331-6d34-43e0-b97b-1d877f5ec825,0.017,6000.0,3.5,SATA 6.0 Gb/s,256.0,5400
72c41e6f-1641-4f3a-b898-a4540575e71a,0.035,1000.0,M.2-2280,M.2 SATA,,SSD
d71fc2dc-cdc4-4998-85f9-c022d8cc7f5d,0.07100000000000001,240.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
c446aad9-f532-4f20-822b-f870d812db8d,0.075,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
f2b17228-c1fb-43c4-b4ed-fd7c21f4bd59,0.044,1000.0,2.5,SATA 6.0 Gb/s,,SSD
1b24f086-8823-4ca3-af62-7cb40a4b65fd,0.044,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
83df98ad-d2fd-4c0b-a0b7-a1d22bdd04c9,0.105,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
7ebf5694-a012-472d-b7c6-a5c31e1c3edb,0.019,14000.0,3.5,SATA 6.0 Gb/s,512.0,7200
2bd0cd50-9bec-4bab-ab01-b2977f541ad3,0.03,8000.0,3.5,SATA 6.0 Gb/s,256.0,7200
48b946fe-1bc4-460b-babb-fefe82e0643d,0.033,2000.0,2.5,SATA 6.0 Gb/s,,SSD
1f6f3673-250a-4473-9719-b2df6887338b,0.021,10000.0,3.5,SATA 6.0 Gb/s,256.0,7200
33c85ad2-b43a-462a-842b-9d4350d3ec3e,0.017,6000.0,3.5,SATA 6.0 Gb/s,256.0,5400
c3e4c10c-9bb0-406f-a7f0-47676fc0b65a,0.018000000000000002,3000.0,3.5,SATA 6.0 Gb/s,256.0,5400
f1d1278f-3408-4eb8-8975-853ecbce2863,0.038,4000.0,2.5,SATA 6.0 Gb/s,,SSD
7729f432-2c4d-4a5f-9f3b-c3c4ceea25df,0.047,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
10dacf6b-5ba4-4725-af11-780f51311049,0.07,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
3b609a3f-ab5b-47b9-a85e-2e0cd8f0625d,0.042,480.0,2.5,SATA 6.0 Gb/s,,SSD
7205041a-68ca-4135-af94-9846e292f1cd,0.146,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
b6bdf0a9-d32a-4d02-951e-558253377fd0,0.11800000000000001,120.0,2.5,SATA 6.0 Gb/s,,SSD
b77cb889-6911-456a-9b8a-88d3e7d7543d,0.056,480.0,2.5,SATA 6.0 Gb/s,,SSD
b5cf0b48-feb8-4d70-8522-7aec19f8a5b2,0.062,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
6a5df230-bae1-4c00-9f80-dfaa7e90c64e,0.127,128.0,2.5,SATA 6.0 Gb/s,,SSD
7b967c21-3bb2-4aee-b19c-62044b9690f5,0.032,4000.0,3.5,SATA 6.0 Gb/s,64.0,7200
7a47f41a-343d-4556-a93d-f9afcc89fa30,0.019,20000.0,3.5,SATA 6.0 Gb/s,256.0,7200
3577e3aa-a06b-4bd8-b454-40d2a62aa236,0.1,8000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
69178aae-4704-4032-ae4d-77a56db9fa61,0.047,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
b0e4fd27-ae35-4128-9082-4258b8bfef2a,0.156,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
99c0b564-daca-4d35-b35b-88e651e74ffe,0.056,512.0,2.5,SATA 6.0 Gb/s,,SSD
6f02ef05-55f4-4360-9d24-6cbab69333b4,0.041,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
e47f9789-18ed-40d8-ad6d-70823484b909,0.059000000000000004,256.0,2.5,SATA 6.0 Gb/s,,SSD
8b077df1-fe4f-4c55-af4e-6298f11a31fd,0.18,500.0,M.2-2280,M.2 SATA,,SSD
5800fabc-0b45-48d8-b05c-c2264426fe35,0.062,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
f65d1649-d200-4ab5-a6ac-91384417a61b,0.035,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
fa149b9b-4d7b-49a3-94ea-ff7e21a9753f,0.078,256.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
a277c1e7-3cc0-4e57-a048-0f042f0395b5,0.067,240.0,2.5,SATA 6.0 Gb/s,,SSD
b11e8c17-41fe-4a41-ae26-5f32a9662326,0.049,2000.0,M.2-2280,M.2 PCIe 4.0 X4,1024.0,SSD
25c76ffa-23a3-4eb9-8ad6-61dad9441956,0.013000000000000001,4000.0,3.5,SATA 6.0 Gb/s,128.0,7200
5a96e3e0-18dc-42f1-b995-e9db0de6f267,0.025,4000.0,3.5,SATA 6.0 Gb/s,256.0,5400
ef8f9afc-0ead-431e-a9bc-cc6ec6071d68,0.015,16000.0,3.5,SATA 6.0 Gb/s,256.0,7200
f5afd6fd-8ce7-4a37-a4c7-3b5248b48655,0.06,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
111e888b-0836-47e7-94de-5c3ed4120076,0.016,14000.0,3.5,SATA 6.0 Gb/s,512.0,7200
b28b31fb-44c8-49f3-82d6-c72521921110,0.1,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
ea41beeb-d46e-4486-8aef-e2ecfa9a7e4b,0.10200000000000001,2000.0,2.5,SATA 6.0 Gb/s,,
c91d49b2-8cb7-4756-a65d-7ba87c12d06d,0.023,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
5d331aa7-9301-46cf-bf5e-3a79def6cc12,0.042,2000.0,2.5,SATA 6.0 Gb/s,,SSD
c534037e-0c8c-4ed1-a14f-b5f3d17cdc4e,0.189,250.0,2.5,SATA 6.0 Gb/s,,SSD
509e748f-393e-40ac-ba0c-a6958f168a28,0.06,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
c1a59843-c9bf-4d9b-96e6-856dda14d255,0.047,2000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
40693324-7f62-43a4-8535-dd133af37906,0.016,4000.0,3.5,SATA 6.0 Gb/s,64.0,5400
e03dda95-9187-4c59-b942-c8e5f03b3ad0,0.077,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
b3125e1c-1a97-4f1e-a99b-61d820e88b28,0.116,1000.0,M.2-2280,M.2 SATA,,SSD
eb272c02-2df3-4b8e-9327-9834817debf3,0.058,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
b5b7ac8d-edda-4135-8870-08b1b1674ce5,0.5680000000000001,250.0,2.5,SATA 6.0 Gb/s,,SSD
8bdc874e-5bb0-4eaa-b6db-afb089eee0c3,0.08,500.0,3.5,SATA 6.0 Gb/s,32.0,5400
6f6d1fb5-5fda-4eae-9ae6-09e340df86eb,0.033,500.0,2.5,SATA 3.0 Gb/s,8.0,5400
2e24be7e-ef46-4924-a364-cc3922a50ad5,0.14,1000.0,M.2-2280,M.2 PCIe 3.0 X4,1024.0,SSD
8ffcf17e-b44c-4b3a-8fac-3f13ed56a95f,0.029,4000.0,3.5,SATA 6.0 Gb/s,128.0,7200
7393044e-d3e9-4eab-bfc1-d8d9c11b4045,0.065,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
e92e5c29-e067-4477-ab91-7996a3b3af9b,0.016,6000.0,3.5,SATA 6.0 Gb/s,128.0,7200
606efa03-cb3f-4178-9243-7927b4baa4a4,0.052000000000000005,2000.0,M.2-2280,M.2 SATA,,SSD
858a231e-3e59-4801-8a6a-950f68adbc88,0.558,120.0,2.5,SATA 6.0 Gb/s,,SSD
f52bf657-ea73-4858-8521-b61b5a840d5c,0.035,2000.0,2.5,SATA 6.0 Gb/s,,SSD
518c9b3a-b7c7-4628-890b-6c95ae6955f7,0.037,1000.0,2.5,SATA 6.0 Gb/s,,SSD
114eb797-4c1d-4bc0-8b78-7d22fb589fc5,0.11,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
22064c1e-7716-4b8f-a9de-0e82a9c2a1bb,0.17,1000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
aa5f9815-97c9-42b0-9fdc-5e5a5184bbb4,0.281,500.0,2.5,SATA 6.0 Gb/s,,SSD
dbb88151-c4c6-4a2c-b573-6eb1613c2716,0.059000000000000004,512.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
c99b0e82-6f37-46a0-b8d0-16c36cd1d6d2,0.028,4000.0,2.5,SATA 6.0 Gb/s,128.0,5400
780c0c67-ac7f-40a3-b57f-c5d71b8c5f82,0.125,128.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
de39d10b-f64e-4fb1-8f3e-4a45dfc6b007,0.16,500.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
51e7f1d2-4746-44a1-8437-67b6a29449ac,0.068,512.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
d2517a3e-f2c8-48ef-81ab-ad9c7cdd3f6c,0.05,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
5d091aed-0f94-4572-b491-81e6b1687451,0.025,6000.0,3.5,SATA 6.0 Gb/s,256.0,7200
658620e9-5551-4a06-bc6b-00a8314780d6,0.13,500.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
9d7cfdb3-00b9-4d28-b426-ab1b54922a4a,0.017,2000.0,3.5,SATA 6.0 Gb/s,64.0,5400
3aea98b0-0e80-4f26-81b6-7475e112be2a,0.035,8000.0,3.5,SATA 6.0 Gb/s,256.0,7200
38073f32-1033-43a4-a4b9-41992560de4c,0.03,3000.0,3.5,SATA 6.0 Gb/s,64.0,7200
0a554444-0a41-466b-bf06-7673b43956c5,0.022,6000.0,3.5,SATA 6.0 Gb/s,256.0,5400
2c6efaa9-3da1-4c42-8810-15a779c97107,0.11,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
84d5cadc-2426-4064-8525-5f31c5bfc95a,0.037,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
69bcbaf5-1ab7-4422-b55c-1313a719be45,0.025,1000.0,3.5,SATA 6.0 Gb/s,64.0,5400
0af6e7ca-8ff4-49c9-aefc-8ef719c13272,0.08,2048.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
4fdf761e-cffd-4a1f-b3ec-a93062e6c33e,0.055,1000.0,2.5,SATA 6.0 Gb/s,128.0,5400
d3480738-e93a-4d0e-b6b7-82e61ce060ff,0.038,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
dd6c2a5d-f8d9-4e66-a9ba-c21f94f0cd37,0.064,1000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
aeef3ffc-c43d-4e0e-9cc0-f58a3c6b0297,0.079,2000.0,M.2-2280,M.2 PCIe 4.0 X4,2048.0,SSD
97de38e3-dd25-417c-a171-f0d9ceac2e61,0.17500000000000002,1000.0,3.5,SATA 6.0 Gb/s,64.0,10000
a10c5cd9-c68e-4874-b806-9b5822238c41,0.14,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
9e304399-54d1-45f2-b53c-87cce57bf1f1,0.095,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
8636e5d3-e69d-4736-bd64-d0264aaa64a0,0.033,2000.0,2.5,SATA 6.0 Gb/s,,SSD
6dcff258-a54c-45f3-a935-f69715228dc4,0.036000000000000004,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
faa45c15-ba69-4685-a886-8df9068fe1ed,0.34600000000000003,512.0,2.5,SATA 6.0 Gb/s,,SSD
e7116fc2-514c-4a1e-84ea-17e5b1753358,0.037,1000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
e4c7a797-a3dd-401d-83ac-38e46e4f795b,0.155,4000.0,PCIe,PCIe x8,,SSD
528b8dbf-a016-49e3-b932-2707ae182d00,0.198,120.0,2.5,SATA 6.0 Gb/s,,SSD
ec6a7ee3-a008-4cff-a26f-f5c79d97eb2c,0.022,4000.0,3.5,SATA 6.0 Gb/s,128.0,7200
74dc9c63-87cf-455f-86eb-17db72a512d2,0.015,6000.0,3.5,SATA 6.0 Gb/s,128.0,7200
c97f2c80-73b9-4b4d-b19b-a34bdc1f4302,0.05,4000.0,M.2-2280,M.2 PCIe 4.0 X4,,SSD
ca895fdf-4090-4d7e-aa21-5fdb1d950394,0.031,4000.0,3.5,SATA 6.0 Gb/s,256.0,7200
13287720-23d0-479a-a5a7-efb5581b5944,0.033,2000.0,M.2-2280,M.2 PCIe 3.0 X4,,SSD
